sequence	position	depth
atg000001l_rc_rotated	16768	20
atg000001l_rc_rotated	16769	20
atg000001l_rc_rotated	16770	20
atg000001l_rc_rotated	16771	20
atg000001l_rc_rotated	16772	20
atg000001l_rc_rotated	16773	20
atg000001l_rc_rotated	16774	20
atg000001l_rc_rotated	16775	20
atg000001l_rc_rotated	16776	20
atg000001l_rc_rotated	16777	20
atg000001l_rc_rotated	16778	20
atg000001l_rc_rotated	16779	20
atg000001l_rc_rotated	16780	20
atg000001l_rc_rotated	16781	20
atg000001l_rc_rotated	16782	20
atg000001l_rc_rotated	16783	20
atg000001l_rc_rotated	16784	20
atg000001l_rc_rotated	16785	20
atg000001l_rc_rotated	16786	20
atg000001l_rc_rotated	16787	20
atg000001l_rc_rotated	16788	20
atg000001l_rc_rotated	16789	20
atg000001l_rc_rotated	16790	20
atg000001l_rc_rotated	16791	20
atg000001l_rc_rotated	16792	20
atg000001l_rc_rotated	16793	20
atg000001l_rc_rotated	16794	20
atg000001l_rc_rotated	16795	20
atg000001l_rc_rotated	16796	20
atg000001l_rc_rotated	16797	20
atg000001l_rc_rotated	16798	20
atg000001l_rc_rotated	16799	20
atg000001l_rc_rotated	16800	20
atg000001l_rc_rotated	16801	22
atg000001l_rc_rotated	16802	22
atg000001l_rc_rotated	16803	22
atg000001l_rc_rotated	16804	22
atg000001l_rc_rotated	16805	22
atg000001l_rc_rotated	16806	22
atg000001l_rc_rotated	16807	22
atg000001l_rc_rotated	16808	22
atg000001l_rc_rotated	16809	22
atg000001l_rc_rotated	16810	22
atg000001l_rc_rotated	16811	22
atg000001l_rc_rotated	16812	22
atg000001l_rc_rotated	16813	22
atg000001l_rc_rotated	16814	22
atg000001l_rc_rotated	16815	22
atg000001l_rc_rotated	16816	22
atg000001l_rc_rotated	16817	22
atg000001l_rc_rotated	16818	22
atg000001l_rc_rotated	16819	22
atg000001l_rc_rotated	16820	22
atg000001l_rc_rotated	16821	22
atg000001l_rc_rotated	16822	22
atg000001l_rc_rotated	16823	22
atg000001l_rc_rotated	16824	22
atg000001l_rc_rotated	16825	22
atg000001l_rc_rotated	16826	22
atg000001l_rc_rotated	16827	22
atg000001l_rc_rotated	16828	22
atg000001l_rc_rotated	16829	22
atg000001l_rc_rotated	16830	22
atg000001l_rc_rotated	16831	22
atg000001l_rc_rotated	16832	22
atg000001l_rc_rotated	16833	22
atg000001l_rc_rotated	16834	22
atg000001l_rc_rotated	16835	22
atg000001l_rc_rotated	16836	22
atg000001l_rc_rotated	16837	22
atg000001l_rc_rotated	16838	22
atg000001l_rc_rotated	16839	22
atg000001l_rc_rotated	16840	22
atg000001l_rc_rotated	16841	22
atg000001l_rc_rotated	16842	22
atg000001l_rc_rotated	16843	22
atg000001l_rc_rotated	16844	22
atg000001l_rc_rotated	16845	22
atg000001l_rc_rotated	16846	22
atg000001l_rc_rotated	16847	22
atg000001l_rc_rotated	16848	22
atg000001l_rc_rotated	16849	22
atg000001l_rc_rotated	16850	22
atg000001l_rc_rotated	16851	22
atg000001l_rc_rotated	16852	22
atg000001l_rc_rotated	16853	22
atg000001l_rc_rotated	16854	22
atg000001l_rc_rotated	16855	22
atg000001l_rc_rotated	16856	22
atg000001l_rc_rotated	16857	22
atg000001l_rc_rotated	16858	22
atg000001l_rc_rotated	16859	22
atg000001l_rc_rotated	16860	22
atg000001l_rc_rotated	16861	22
atg000001l_rc_rotated	16862	22
atg000001l_rc_rotated	16863	22
atg000001l_rc_rotated	16864	22
atg000001l_rc_rotated	16865	22
atg000001l_rc_rotated	16866	22
atg000001l_rc_rotated	16867	22
atg000001l_rc_rotated	16868	22
atg000001l_rc_rotated	16869	22
atg000001l_rc_rotated	16870	22
atg000001l_rc_rotated	16871	22
atg000001l_rc_rotated	16872	22
atg000001l_rc_rotated	16873	22
atg000001l_rc_rotated	16874	22
atg000001l_rc_rotated	16875	22
atg000001l_rc_rotated	16876	22
atg000001l_rc_rotated	16877	22
atg000001l_rc_rotated	16878	22
atg000001l_rc_rotated	16879	22
atg000001l_rc_rotated	16880	22
atg000001l_rc_rotated	16881	22
atg000001l_rc_rotated	16882	22
atg000001l_rc_rotated	16883	22
atg000001l_rc_rotated	16884	22
atg000001l_rc_rotated	16885	22
atg000001l_rc_rotated	16886	22
atg000001l_rc_rotated	16887	22
atg000001l_rc_rotated	16888	22
atg000001l_rc_rotated	16889	22
atg000001l_rc_rotated	16890	22
atg000001l_rc_rotated	16891	22
atg000001l_rc_rotated	16892	22
atg000001l_rc_rotated	16893	22
atg000001l_rc_rotated	16894	22
atg000001l_rc_rotated	16895	22
atg000001l_rc_rotated	16896	22
atg000001l_rc_rotated	16897	22
atg000001l_rc_rotated	16898	21
atg000001l_rc_rotated	16899	21
atg000001l_rc_rotated	16900	21
atg000001l_rc_rotated	16901	21
atg000001l_rc_rotated	16902	21
atg000001l_rc_rotated	16903	21
atg000001l_rc_rotated	16904	21
atg000001l_rc_rotated	16905	21
atg000001l_rc_rotated	16906	21
atg000001l_rc_rotated	16907	21
atg000001l_rc_rotated	16908	21
atg000001l_rc_rotated	16909	21
atg000001l_rc_rotated	16910	21
atg000001l_rc_rotated	16911	21
atg000001l_rc_rotated	16912	21
atg000001l_rc_rotated	16913	22
atg000001l_rc_rotated	16914	22
atg000001l_rc_rotated	16915	22
atg000001l_rc_rotated	16916	22
atg000001l_rc_rotated	16917	22
atg000001l_rc_rotated	16918	22
atg000001l_rc_rotated	16919	22
atg000001l_rc_rotated	16920	22
atg000001l_rc_rotated	16921	22
atg000001l_rc_rotated	16922	22
atg000001l_rc_rotated	16923	22
atg000001l_rc_rotated	16924	22
atg000001l_rc_rotated	16925	22
atg000001l_rc_rotated	16926	22
atg000001l_rc_rotated	16927	22
atg000001l_rc_rotated	16928	22
atg000001l_rc_rotated	16929	22
atg000001l_rc_rotated	16930	22
atg000001l_rc_rotated	16931	22
atg000001l_rc_rotated	16932	22
atg000001l_rc_rotated	16933	22
atg000001l_rc_rotated	16934	22
atg000001l_rc_rotated	16935	22
atg000001l_rc_rotated	16936	22
atg000001l_rc_rotated	16937	22
atg000001l_rc_rotated	16938	22
atg000001l_rc_rotated	16939	22
atg000001l_rc_rotated	16940	22
atg000001l_rc_rotated	16941	22
atg000001l_rc_rotated	16942	22
atg000001l_rc_rotated	16943	22
atg000001l_rc_rotated	16944	22
atg000001l_rc_rotated	16945	22
atg000001l_rc_rotated	16946	22
atg000001l_rc_rotated	16947	22
atg000001l_rc_rotated	16948	22
atg000001l_rc_rotated	16949	22
atg000001l_rc_rotated	16950	22
atg000001l_rc_rotated	16951	22
atg000001l_rc_rotated	16952	22
atg000001l_rc_rotated	16953	22
atg000001l_rc_rotated	16954	22
atg000001l_rc_rotated	16955	22
atg000001l_rc_rotated	16956	22
atg000001l_rc_rotated	16957	22
atg000001l_rc_rotated	16958	22
atg000001l_rc_rotated	16959	22
atg000001l_rc_rotated	16960	22
atg000001l_rc_rotated	16961	22
atg000001l_rc_rotated	16962	22
atg000001l_rc_rotated	16963	22
atg000001l_rc_rotated	16964	22
atg000001l_rc_rotated	16965	22
atg000001l_rc_rotated	16966	22
atg000001l_rc_rotated	16967	22
atg000001l_rc_rotated	16968	22
atg000001l_rc_rotated	16969	22
atg000001l_rc_rotated	16970	22
atg000001l_rc_rotated	16971	22
atg000001l_rc_rotated	16972	22
atg000001l_rc_rotated	16973	22
atg000001l_rc_rotated	16974	22
atg000001l_rc_rotated	16975	22
atg000001l_rc_rotated	16976	22
atg000001l_rc_rotated	16977	22
atg000001l_rc_rotated	16978	22
atg000001l_rc_rotated	16979	22
atg000001l_rc_rotated	16980	22
atg000001l_rc_rotated	16981	22
atg000001l_rc_rotated	16982	22
atg000001l_rc_rotated	16983	22
atg000001l_rc_rotated	16984	22
atg000001l_rc_rotated	16985	22
atg000001l_rc_rotated	16986	22
atg000001l_rc_rotated	16987	22
atg000001l_rc_rotated	16988	22
atg000001l_rc_rotated	16989	22
atg000001l_rc_rotated	16990	22
atg000001l_rc_rotated	16991	22
atg000001l_rc_rotated	16992	22
atg000001l_rc_rotated	16993	22
atg000001l_rc_rotated	16994	22
atg000001l_rc_rotated	16995	22
atg000001l_rc_rotated	16996	22
atg000001l_rc_rotated	16997	22
atg000001l_rc_rotated	16998	22
atg000001l_rc_rotated	16999	22
atg000001l_rc_rotated	17000	22
atg000001l_rc_rotated	17001	22
atg000001l_rc_rotated	17002	22
atg000001l_rc_rotated	17003	22
atg000001l_rc_rotated	17004	22
atg000001l_rc_rotated	17005	22
atg000001l_rc_rotated	17006	22
atg000001l_rc_rotated	17007	22
atg000001l_rc_rotated	17008	22
atg000001l_rc_rotated	17009	22
atg000001l_rc_rotated	17010	22
atg000001l_rc_rotated	17011	22
atg000001l_rc_rotated	17012	22
atg000001l_rc_rotated	17013	22
atg000001l_rc_rotated	17014	22
atg000001l_rc_rotated	17015	22
atg000001l_rc_rotated	17016	22
atg000001l_rc_rotated	17017	22
atg000001l_rc_rotated	17018	22
atg000001l_rc_rotated	17019	22
atg000001l_rc_rotated	17020	22
atg000001l_rc_rotated	17021	22
atg000001l_rc_rotated	17022	22
atg000001l_rc_rotated	17023	22
atg000001l_rc_rotated	17024	22
atg000001l_rc_rotated	17025	22
atg000001l_rc_rotated	17026	22
atg000001l_rc_rotated	17027	22
atg000001l_rc_rotated	17028	22
atg000001l_rc_rotated	17029	22
atg000001l_rc_rotated	17030	22
atg000001l_rc_rotated	17031	22
atg000001l_rc_rotated	17032	22
atg000001l_rc_rotated	17033	22
atg000001l_rc_rotated	17034	22
atg000001l_rc_rotated	17035	22
atg000001l_rc_rotated	17036	22
atg000001l_rc_rotated	17037	22
atg000001l_rc_rotated	17038	22
atg000001l_rc_rotated	17039	22
atg000001l_rc_rotated	17040	22
atg000001l_rc_rotated	17041	22
atg000001l_rc_rotated	17042	22
atg000001l_rc_rotated	17043	22
atg000001l_rc_rotated	17044	22
atg000001l_rc_rotated	17045	22
atg000001l_rc_rotated	17046	22
atg000001l_rc_rotated	17047	22
atg000001l_rc_rotated	17048	22
atg000001l_rc_rotated	17049	22
atg000001l_rc_rotated	17050	22
atg000001l_rc_rotated	17051	22
atg000001l_rc_rotated	17052	22
atg000001l_rc_rotated	17053	22
atg000001l_rc_rotated	17054	22
atg000001l_rc_rotated	17055	22
atg000001l_rc_rotated	17056	22
atg000001l_rc_rotated	17057	22
atg000001l_rc_rotated	17058	22
atg000001l_rc_rotated	17059	22
atg000001l_rc_rotated	17060	22
atg000001l_rc_rotated	17061	22
atg000001l_rc_rotated	17062	22
atg000001l_rc_rotated	17063	22
atg000001l_rc_rotated	17064	22
atg000001l_rc_rotated	17065	22
atg000001l_rc_rotated	17066	22
atg000001l_rc_rotated	17067	22
atg000001l_rc_rotated	17068	22
atg000001l_rc_rotated	17069	22
atg000001l_rc_rotated	17070	22
atg000001l_rc_rotated	17071	22
atg000001l_rc_rotated	17072	22
atg000001l_rc_rotated	17073	22
atg000001l_rc_rotated	17074	22
atg000001l_rc_rotated	17075	22
atg000001l_rc_rotated	17076	22
atg000001l_rc_rotated	17077	22
atg000001l_rc_rotated	17078	22
atg000001l_rc_rotated	17079	22
atg000001l_rc_rotated	17080	22
atg000001l_rc_rotated	17081	22
atg000001l_rc_rotated	17082	22
atg000001l_rc_rotated	17083	22
atg000001l_rc_rotated	17084	22
atg000001l_rc_rotated	17085	22
atg000001l_rc_rotated	17086	22
atg000001l_rc_rotated	17087	22
atg000001l_rc_rotated	17088	22
atg000001l_rc_rotated	17089	22
atg000001l_rc_rotated	17090	22
atg000001l_rc_rotated	17091	22
atg000001l_rc_rotated	17092	22
atg000001l_rc_rotated	17093	22
atg000001l_rc_rotated	17094	22
atg000001l_rc_rotated	17095	22
atg000001l_rc_rotated	17096	22
atg000001l_rc_rotated	17097	22
atg000001l_rc_rotated	17098	22
atg000001l_rc_rotated	17099	22
atg000001l_rc_rotated	17100	22
atg000001l_rc_rotated	17101	22
atg000001l_rc_rotated	17102	22
atg000001l_rc_rotated	17103	22
atg000001l_rc_rotated	17104	22
atg000001l_rc_rotated	17105	22
atg000001l_rc_rotated	17106	22
atg000001l_rc_rotated	17107	22
atg000001l_rc_rotated	17108	22
atg000001l_rc_rotated	17109	22
atg000001l_rc_rotated	17110	22
atg000001l_rc_rotated	17111	22
atg000001l_rc_rotated	17112	22
atg000001l_rc_rotated	17113	22
atg000001l_rc_rotated	17114	22
atg000001l_rc_rotated	17115	22
atg000001l_rc_rotated	17116	22
atg000001l_rc_rotated	17117	22
atg000001l_rc_rotated	17118	22
atg000001l_rc_rotated	17119	22
atg000001l_rc_rotated	17120	22
atg000001l_rc_rotated	17121	22
atg000001l_rc_rotated	17122	22
atg000001l_rc_rotated	17123	22
atg000001l_rc_rotated	17124	22
atg000001l_rc_rotated	17125	22
atg000001l_rc_rotated	17126	22
atg000001l_rc_rotated	17127	22
atg000001l_rc_rotated	17128	22
atg000001l_rc_rotated	17129	22
atg000001l_rc_rotated	17130	22
atg000001l_rc_rotated	17131	22
atg000001l_rc_rotated	17132	22
atg000001l_rc_rotated	17133	22
atg000001l_rc_rotated	17134	22
atg000001l_rc_rotated	17135	22
atg000001l_rc_rotated	17136	22
atg000001l_rc_rotated	17137	22
atg000001l_rc_rotated	17138	22
atg000001l_rc_rotated	17139	22
atg000001l_rc_rotated	17140	22
atg000001l_rc_rotated	17141	22
atg000001l_rc_rotated	17142	22
atg000001l_rc_rotated	17143	22
atg000001l_rc_rotated	17144	22
atg000001l_rc_rotated	17145	22
atg000001l_rc_rotated	17146	22
atg000001l_rc_rotated	17147	22
atg000001l_rc_rotated	17148	22
atg000001l_rc_rotated	17149	22
atg000001l_rc_rotated	17150	22
atg000001l_rc_rotated	17151	22
atg000001l_rc_rotated	17152	22
atg000001l_rc_rotated	17153	22
atg000001l_rc_rotated	17154	22
atg000001l_rc_rotated	17155	22
atg000001l_rc_rotated	17156	22
atg000001l_rc_rotated	17157	22
atg000001l_rc_rotated	17158	22
atg000001l_rc_rotated	17159	22
atg000001l_rc_rotated	17160	22
atg000001l_rc_rotated	17161	22
atg000001l_rc_rotated	17162	22
atg000001l_rc_rotated	17163	22
atg000001l_rc_rotated	17164	22
atg000001l_rc_rotated	17165	22
atg000001l_rc_rotated	17166	22
atg000001l_rc_rotated	17167	22
atg000001l_rc_rotated	17168	22
atg000001l_rc_rotated	17169	22
atg000001l_rc_rotated	17170	22
atg000001l_rc_rotated	17171	22
atg000001l_rc_rotated	17172	22
atg000001l_rc_rotated	17173	22
atg000001l_rc_rotated	17174	22
atg000001l_rc_rotated	17175	22
atg000001l_rc_rotated	17176	22
atg000001l_rc_rotated	17177	22
atg000001l_rc_rotated	17178	22
atg000001l_rc_rotated	17179	22
atg000001l_rc_rotated	17180	22
atg000001l_rc_rotated	17181	22
atg000001l_rc_rotated	17182	22
atg000001l_rc_rotated	17183	22
atg000001l_rc_rotated	17184	22
atg000001l_rc_rotated	17185	22
atg000001l_rc_rotated	17186	22
atg000001l_rc_rotated	17187	22
atg000001l_rc_rotated	17188	22
atg000001l_rc_rotated	17189	22
atg000001l_rc_rotated	17190	22
atg000001l_rc_rotated	17191	22
atg000001l_rc_rotated	17192	22
atg000001l_rc_rotated	17193	22
atg000001l_rc_rotated	17194	22
atg000001l_rc_rotated	17195	22
atg000001l_rc_rotated	17196	22
atg000001l_rc_rotated	17197	22
atg000001l_rc_rotated	17198	22
atg000001l_rc_rotated	17199	22
atg000001l_rc_rotated	17200	22
atg000001l_rc_rotated	17201	22
atg000001l_rc_rotated	17202	22
atg000001l_rc_rotated	17203	22
atg000001l_rc_rotated	17204	22
atg000001l_rc_rotated	17205	22
atg000001l_rc_rotated	17206	22
atg000001l_rc_rotated	17207	22
atg000001l_rc_rotated	17208	22
atg000001l_rc_rotated	17209	22
atg000001l_rc_rotated	17210	22
atg000001l_rc_rotated	17211	22
atg000001l_rc_rotated	17212	22
atg000001l_rc_rotated	17213	22
atg000001l_rc_rotated	17214	22
atg000001l_rc_rotated	17215	22
atg000001l_rc_rotated	17216	22
atg000001l_rc_rotated	17217	22
atg000001l_rc_rotated	17218	22
atg000001l_rc_rotated	17219	22
atg000001l_rc_rotated	17220	22
atg000001l_rc_rotated	17221	22
atg000001l_rc_rotated	17222	22
atg000001l_rc_rotated	17223	22
atg000001l_rc_rotated	17224	22
atg000001l_rc_rotated	17225	22
atg000001l_rc_rotated	17226	22
atg000001l_rc_rotated	17227	22
atg000001l_rc_rotated	17228	22
atg000001l_rc_rotated	17229	22
atg000001l_rc_rotated	17230	22
atg000001l_rc_rotated	17231	22
atg000001l_rc_rotated	17232	22
atg000001l_rc_rotated	17233	22
atg000001l_rc_rotated	17234	22
atg000001l_rc_rotated	17235	22
atg000001l_rc_rotated	17236	22
atg000001l_rc_rotated	17237	22
atg000001l_rc_rotated	17238	22
atg000001l_rc_rotated	17239	22
atg000001l_rc_rotated	17240	22
atg000001l_rc_rotated	17241	22
atg000001l_rc_rotated	17242	22
atg000001l_rc_rotated	17243	22
atg000001l_rc_rotated	17244	22
atg000001l_rc_rotated	17245	22
atg000001l_rc_rotated	17246	22
atg000001l_rc_rotated	17247	22
atg000001l_rc_rotated	17248	22
atg000001l_rc_rotated	17249	22
atg000001l_rc_rotated	17250	22
atg000001l_rc_rotated	17251	22
atg000001l_rc_rotated	17252	22
atg000001l_rc_rotated	17253	22
atg000001l_rc_rotated	17254	22
atg000001l_rc_rotated	17255	22
atg000001l_rc_rotated	17256	22
atg000001l_rc_rotated	17257	22
atg000001l_rc_rotated	17258	22
atg000001l_rc_rotated	17259	22
atg000001l_rc_rotated	17260	22
atg000001l_rc_rotated	17261	22
atg000001l_rc_rotated	17262	22
atg000001l_rc_rotated	17263	22
atg000001l_rc_rotated	17264	22
atg000001l_rc_rotated	17265	22
atg000001l_rc_rotated	17266	22
atg000001l_rc_rotated	17267	22
atg000001l_rc_rotated	17268	22
atg000001l_rc_rotated	17269	22
atg000001l_rc_rotated	17270	22
atg000001l_rc_rotated	17271	22
atg000001l_rc_rotated	17272	22
atg000001l_rc_rotated	17273	22
atg000001l_rc_rotated	17274	22
atg000001l_rc_rotated	17275	22
atg000001l_rc_rotated	17276	22
atg000001l_rc_rotated	17277	22
atg000001l_rc_rotated	17278	22
atg000001l_rc_rotated	17279	22
atg000001l_rc_rotated	17280	22
atg000001l_rc_rotated	17281	22
atg000001l_rc_rotated	17282	22
atg000001l_rc_rotated	17283	22
atg000001l_rc_rotated	17284	22
atg000001l_rc_rotated	17285	22
atg000001l_rc_rotated	17286	22
atg000001l_rc_rotated	17287	22
atg000001l_rc_rotated	17288	22
atg000001l_rc_rotated	17289	22
atg000001l_rc_rotated	17290	22
atg000001l_rc_rotated	17291	22
atg000001l_rc_rotated	17292	22
atg000001l_rc_rotated	17293	22
atg000001l_rc_rotated	17294	22
atg000001l_rc_rotated	17295	22
atg000001l_rc_rotated	17296	22
atg000001l_rc_rotated	17297	22
atg000001l_rc_rotated	17298	22
atg000001l_rc_rotated	17299	22
atg000001l_rc_rotated	17300	22
atg000001l_rc_rotated	17301	22
atg000001l_rc_rotated	17302	22
atg000001l_rc_rotated	17303	22
atg000001l_rc_rotated	17304	22
atg000001l_rc_rotated	17305	22
atg000001l_rc_rotated	17306	22
atg000001l_rc_rotated	17307	22
atg000001l_rc_rotated	17308	22
atg000001l_rc_rotated	17309	22
atg000001l_rc_rotated	17310	22
atg000001l_rc_rotated	17311	22
atg000001l_rc_rotated	17312	22
atg000001l_rc_rotated	17313	22
atg000001l_rc_rotated	17314	22
atg000001l_rc_rotated	17315	22
atg000001l_rc_rotated	17316	22
atg000001l_rc_rotated	17317	22
atg000001l_rc_rotated	17318	22
atg000001l_rc_rotated	17319	22
atg000001l_rc_rotated	17320	22
atg000001l_rc_rotated	17321	22
atg000001l_rc_rotated	17322	22
atg000001l_rc_rotated	17323	22
atg000001l_rc_rotated	17324	22
atg000001l_rc_rotated	17325	22
atg000001l_rc_rotated	17326	22
atg000001l_rc_rotated	17327	22
atg000001l_rc_rotated	17328	22
atg000001l_rc_rotated	17329	22
atg000001l_rc_rotated	17330	22
atg000001l_rc_rotated	17331	22
atg000001l_rc_rotated	17332	22
atg000001l_rc_rotated	17333	22
atg000001l_rc_rotated	17334	22
atg000001l_rc_rotated	17335	22
atg000001l_rc_rotated	17336	22
atg000001l_rc_rotated	17337	22
atg000001l_rc_rotated	17338	22
atg000001l_rc_rotated	17339	22
atg000001l_rc_rotated	17340	22
atg000001l_rc_rotated	17341	22
atg000001l_rc_rotated	17342	22
atg000001l_rc_rotated	17343	22
atg000001l_rc_rotated	17344	22
atg000001l_rc_rotated	17345	22
atg000001l_rc_rotated	17346	22
atg000001l_rc_rotated	17347	22
atg000001l_rc_rotated	17348	22
atg000001l_rc_rotated	17349	22
atg000001l_rc_rotated	17350	22
atg000001l_rc_rotated	17351	22
atg000001l_rc_rotated	17352	22
atg000001l_rc_rotated	17353	22
atg000001l_rc_rotated	17354	22
atg000001l_rc_rotated	17355	22
atg000001l_rc_rotated	17356	22
atg000001l_rc_rotated	17357	22
atg000001l_rc_rotated	17358	22
atg000001l_rc_rotated	17359	22
atg000001l_rc_rotated	17360	22
atg000001l_rc_rotated	17361	22
atg000001l_rc_rotated	17362	22
atg000001l_rc_rotated	17363	22
atg000001l_rc_rotated	17364	22
atg000001l_rc_rotated	17365	22
atg000001l_rc_rotated	17366	22
atg000001l_rc_rotated	17367	22
atg000001l_rc_rotated	17368	22
atg000001l_rc_rotated	17369	22
atg000001l_rc_rotated	17370	22
atg000001l_rc_rotated	17371	22
atg000001l_rc_rotated	17372	22
atg000001l_rc_rotated	17373	22
atg000001l_rc_rotated	17374	22
atg000001l_rc_rotated	17375	22
atg000001l_rc_rotated	17376	22
atg000001l_rc_rotated	17377	22
atg000001l_rc_rotated	17378	22
atg000001l_rc_rotated	17379	22
atg000001l_rc_rotated	17380	22
atg000001l_rc_rotated	17381	22
atg000001l_rc_rotated	17382	22
atg000001l_rc_rotated	17383	22
atg000001l_rc_rotated	17384	22
atg000001l_rc_rotated	17385	22
atg000001l_rc_rotated	17386	22
atg000001l_rc_rotated	17387	22
atg000001l_rc_rotated	17388	22
atg000001l_rc_rotated	17389	22
atg000001l_rc_rotated	17390	22
atg000001l_rc_rotated	17391	22
atg000001l_rc_rotated	17392	22
atg000001l_rc_rotated	17393	22
atg000001l_rc_rotated	17394	22
atg000001l_rc_rotated	17395	22
atg000001l_rc_rotated	17396	22
atg000001l_rc_rotated	17397	22
atg000001l_rc_rotated	17398	22
atg000001l_rc_rotated	17399	22
atg000001l_rc_rotated	17400	22
atg000001l_rc_rotated	17401	22
atg000001l_rc_rotated	17402	22
atg000001l_rc_rotated	17403	22
atg000001l_rc_rotated	17404	22
atg000001l_rc_rotated	17405	22
atg000001l_rc_rotated	17406	22
atg000001l_rc_rotated	17407	22
atg000001l_rc_rotated	17408	22
atg000001l_rc_rotated	17409	22
atg000001l_rc_rotated	17410	22
atg000001l_rc_rotated	17411	22
atg000001l_rc_rotated	17412	22
atg000001l_rc_rotated	17413	22
atg000001l_rc_rotated	17414	22
atg000001l_rc_rotated	17415	22
atg000001l_rc_rotated	17416	22
atg000001l_rc_rotated	17417	22
atg000001l_rc_rotated	17418	22
atg000001l_rc_rotated	17419	22
atg000001l_rc_rotated	17420	22
atg000001l_rc_rotated	17421	22
atg000001l_rc_rotated	17422	22
atg000001l_rc_rotated	17423	22
atg000001l_rc_rotated	17424	22
atg000001l_rc_rotated	17425	22
atg000001l_rc_rotated	17426	22
atg000001l_rc_rotated	17427	22
atg000001l_rc_rotated	17428	22
atg000001l_rc_rotated	17429	22
atg000001l_rc_rotated	17430	22
atg000001l_rc_rotated	17431	22
atg000001l_rc_rotated	17432	22
atg000001l_rc_rotated	17433	22
atg000001l_rc_rotated	17434	22
atg000001l_rc_rotated	17435	22
atg000001l_rc_rotated	17436	22
atg000001l_rc_rotated	17437	22
atg000001l_rc_rotated	17438	22
atg000001l_rc_rotated	17439	22
atg000001l_rc_rotated	17440	22
atg000001l_rc_rotated	17441	22
atg000001l_rc_rotated	17442	22
atg000001l_rc_rotated	17443	22
atg000001l_rc_rotated	17444	22
atg000001l_rc_rotated	17445	22
atg000001l_rc_rotated	17446	22
atg000001l_rc_rotated	17447	22
atg000001l_rc_rotated	17448	22
atg000001l_rc_rotated	17449	22
atg000001l_rc_rotated	17450	22
atg000001l_rc_rotated	17451	22
atg000001l_rc_rotated	17452	22
atg000001l_rc_rotated	17453	22
atg000001l_rc_rotated	17454	22
atg000001l_rc_rotated	17455	22
atg000001l_rc_rotated	17456	22
atg000001l_rc_rotated	17457	22
atg000001l_rc_rotated	17458	22
atg000001l_rc_rotated	17459	22
atg000001l_rc_rotated	17460	22
atg000001l_rc_rotated	17461	22
atg000001l_rc_rotated	17462	22
atg000001l_rc_rotated	17463	22
atg000001l_rc_rotated	17464	22
atg000001l_rc_rotated	17465	22
atg000001l_rc_rotated	17466	22
atg000001l_rc_rotated	17467	22
atg000001l_rc_rotated	17468	22
atg000001l_rc_rotated	17469	22
atg000001l_rc_rotated	17470	22
atg000001l_rc_rotated	17471	22
atg000001l_rc_rotated	17472	22
atg000001l_rc_rotated	17473	22
atg000001l_rc_rotated	17474	22
atg000001l_rc_rotated	17475	22
atg000001l_rc_rotated	17476	22
atg000001l_rc_rotated	17477	22
atg000001l_rc_rotated	17478	22
atg000001l_rc_rotated	17479	22
atg000001l_rc_rotated	17480	22
atg000001l_rc_rotated	17481	22
atg000001l_rc_rotated	17482	22
atg000001l_rc_rotated	17483	22
atg000001l_rc_rotated	17484	22
atg000001l_rc_rotated	17485	22
atg000001l_rc_rotated	17486	22
atg000001l_rc_rotated	17487	22
atg000001l_rc_rotated	17488	22
atg000001l_rc_rotated	17489	22
atg000001l_rc_rotated	17490	22
atg000001l_rc_rotated	17491	22
atg000001l_rc_rotated	17492	22
atg000001l_rc_rotated	17493	22
atg000001l_rc_rotated	17494	22
atg000001l_rc_rotated	17495	22
atg000001l_rc_rotated	17496	22
atg000001l_rc_rotated	17497	22
atg000001l_rc_rotated	17498	22
atg000001l_rc_rotated	17499	22
atg000001l_rc_rotated	17500	22
atg000001l_rc_rotated	17501	22
atg000001l_rc_rotated	17502	22
atg000001l_rc_rotated	17503	22
atg000001l_rc_rotated	17504	22
atg000001l_rc_rotated	17505	22
atg000001l_rc_rotated	17506	22
atg000001l_rc_rotated	17507	22
atg000001l_rc_rotated	17508	22
atg000001l_rc_rotated	17509	22
atg000001l_rc_rotated	17510	22
atg000001l_rc_rotated	17511	22
atg000001l_rc_rotated	17512	22
atg000001l_rc_rotated	17513	22
atg000001l_rc_rotated	17514	22
atg000001l_rc_rotated	17515	22
atg000001l_rc_rotated	17516	22
atg000001l_rc_rotated	17517	22
atg000001l_rc_rotated	17518	22
atg000001l_rc_rotated	17519	22
atg000001l_rc_rotated	17520	22
atg000001l_rc_rotated	17521	22
atg000001l_rc_rotated	17522	22
atg000001l_rc_rotated	17523	22
atg000001l_rc_rotated	17524	22
atg000001l_rc_rotated	17525	22
atg000001l_rc_rotated	17526	22
atg000001l_rc_rotated	17527	22
atg000001l_rc_rotated	17528	22
atg000001l_rc_rotated	17529	22
atg000001l_rc_rotated	17530	22
atg000001l_rc_rotated	17531	22
atg000001l_rc_rotated	17532	22
atg000001l_rc_rotated	17533	22
atg000001l_rc_rotated	17534	22
atg000001l_rc_rotated	17535	22
atg000001l_rc_rotated	17536	22
atg000001l_rc_rotated	17537	22
atg000001l_rc_rotated	17538	22
atg000001l_rc_rotated	17539	22
atg000001l_rc_rotated	17540	22
atg000001l_rc_rotated	17541	22
atg000001l_rc_rotated	17542	22
atg000001l_rc_rotated	17543	22
atg000001l_rc_rotated	17544	22
